342.0,-4.3393025109549783e+30
344.0,-4.339302590874037e+30
346.0,-4.3393026715456005e+30
348.0,-4.3393027529737926e+30
350.0,-4.339302835160912e+30
352.0,-4.3393029181105306e+30
354.0,-4.339303001825483e+30
356.0,-4.339303086308397e+30
358.0,-4.3393031715628877e+30
360.0,-4.339303257591578e+30
362.0,-4.3393033443974856e+30
364.0,-4.3393034319835384e+30
366.0,-4.339303520352704e+30
368.0,-4.339303609507883e+30
370.0,-4.3393036994519814e+30
372.0,-4.3393037901879126e+30
374.0,-4.339303881718514e+30
376.0,-4.339303974046647e+30
378.0,-4.3393040671751266e+30
380.0,-4.339304161106963e+30
382.0,-4.3393042558445294e+30
384.0,-4.3393043513910374e+30
386.0,-4.3393044477491425e+30
388.0,-4.3393045449216115e+30
390.0,-4.339304642911242e+30
392.0,-4.3393047417206883e+30
394.0,-4.339304841352783e+30
396.0,-4.339304941810212e+30
398.0,-4.33930504309572e+30
400.0,-4.339305145211908e+30
402.0,-4.339305248161579e+30
404.0,-4.3393053519473747e+30
406.0,-4.339305456571955e+30
408.0,-4.3393055620379324e+30
410.0,-4.3393056683479985e+30
412.0,-4.339305775504767e+30
414.0,-4.3393058835109305e+30
416.0,-4.3393059923689295e+30
418.0,-4.3393061020815406e+30
420.0,-4.3393062126512317e+30
422.0,-4.339306324080745e+30
424.0,-4.3393064363723997e+30
426.0,-4.3393065495290046e+30
428.0,-4.3393066635529183e+30
430.0,-4.339306778446904e+30
432.0,-4.3393068942132085e+30
434.0,-4.339307010854631e+30
436.0,-4.339307128373425e+30
438.0,-4.3393072467723977e+30
440.0,-4.339307366053675e+30
442.0,-4.3393074862201835e+30
444.0,-4.339307607273929e+30
446.0,-4.33930772921768e+30
448.0,-4.339307852053925e+30
450.0,-4.33930797578496e+30
452.0,-4.3393081004133336e+30
454.0,-4.3393082259414083e+30
456.0,-4.3393083523717015e+30
458.0,-4.339308479706536e+30
460.0,-4.339308607948384e+30
462.0,-4.3393087370996755e+30
464.0,-4.3393088671627895e+30
466.0,-4.339308998140054e+30
468.0,-4.3393091300339613e+30
470.0,-4.339309262846775e+30
472.0,-4.3393093965809374e+30
474.0,-4.3393095312388005e+30
476.0,-4.3393096668226965e+30
478.0,-4.339309803334987e+30
480.0,-4.339309940778019e+30
482.0,-4.3393100791541305e+30
484.0,-4.3393102184656025e+30
486.0,-4.3393103587148224e+30
488.0,-4.339310499904075e+30
490.0,-4.339310642035677e+30
492.0,-4.3393107851118977e+30
494.0,-4.339310929135086e+30
496.0,-4.339311074107472e+30
498.0,-4.339311220031408e+30
500.0,-4.339311366909138e+30
502.0,-4.339311514742901e+30
504.0,-4.339311663535005e+30
506.0,-4.339311813287686e+30
508.0,-4.339311964003199e+30
510.0,-4.339312115683786e+30
512.0,-4.339312268331715e+30
514.0,-4.339312421949204e+30
516.0,-4.3393125765384874e+30
518.0,-4.339312732101813e+30
520.0,-4.3393128886413784e+30
522.0,-4.3393130461593567e+30
524.0,-4.3393132046580253e+30
526.0,-4.339313364139513e+30
528.0,-4.339313524606121e+30
530.0,-4.3393136860599784e+30
532.0,-4.3393138485032717e+30
534.0,-4.339314011938136e+30
536.0,-4.339314176366889e+30
538.0,-4.3393143417915737e+30
540.0,-4.33931450821441e+30
542.0,-4.3393146756375965e+30
544.0,-4.339314844063175e+30
546.0,-4.339315013493403e+30
548.0,-4.3393151839304e+30
550.0,-4.33931535537631e+30
552.0,-4.3393155278332914e+30
554.0,-4.33931570130341e+30
556.0,-4.3393158757888723e+30
558.0,-4.3393160512917386e+30
560.0,-4.3393162278141963e+30
562.0,-4.3393164053583057e+30
564.0,-4.339316583926229e+30
566.0,-4.3393167635200196e+30
568.0,-4.3393169441418107e+30
570.0,-4.339317125793698e+30
572.0,-4.3393173084777705e+30
574.0,-4.339317492196143e+30
576.0,-4.3393176769508585e+30
578.0,-4.3393178627439895e+30
580.0,-4.3393180495776986e+30
582.0,-4.3393182374539477e+30
584.0,-4.3393184263748663e+30
586.0,-4.339318616342541e+30
588.0,-4.339318807358969e+30
590.0,-4.3393189994262845e+30
592.0,-4.3393191925465126e+30
594.0,-4.339319386721656e+30
596.0,-4.339319581953783e+30
598.0,-4.33931977824495e+30
600.0,-4.339319975597198e+30
